,Paper Title,Author,Affiliation,Conference,Year,Link to Paper,Link for Code,Available,ReadMe,RepoGoal,TrainedModel,Out-of-box,Runs,Output,Data_Available,Train/test,Reason,Model Used,Hyperparameters,Training Described
662,GALA: Greedy ComputAtion for Linear Algebra in Privacy-Preserved Neural Networks,"Qiao Zhang, Chunsheng Xin, and Hongyi Wu",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_5C-3_24351_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"MLP, CNN",0.0,1.0
663,Reinforcement Learning-based Hierarchical Seed Scheduling for Greybox Fuzzing,"Jinghan Wang, Chengyu Song, Heng Yin",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6A-4_24486_paper.pdf,https://github.com/bitsecurerlab/aflplusplus-hier,1,2,2,0,1,3,0,4.0,1.0,-1.0,RL,1.0,2.0
664,Evading Voltage-Based Intrusion Detection on Automotive CAN,"Rohit Bhatia, Vireshwar Kumar, Khaled Serag, Z. Berkay Celik, Mathias Payer and Dongyan Xu",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6B-1_23013_paper.pdf,https://github.com/CAN-Bus-Duet/CAN-Bus-Duet,6,0,2,0,0,0,0,0.0,0.0,0.0,Logistic Regression,0.0,2.0
665,POSEIDON: Privacy-Preserving Federated Neural Network Learning,"Sinem Sav, Apostolos Pyrgelis, Juan Ramón Troncoso-Pastoriza, David Froelicher, Jean-Philippe Bossuat, Joao Sa Sousa, and Jean-Pierre Hubaux",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6C-1_24119_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"CNN, NN",1.0,2.0
666,FLTrust: Byzantine-robust Federated Learning via Trust Bootstrapping,"Xiaoyu Cao, Minghong Fang, Jia Liu, Neil Zhenqiang Gong",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6C-2_24434_paper.pdf,https://github.com/lishenghui/blades,5,2,2,0,0,0,0,4.0,1.0,-1.0,"CNN, Logistic Regression",1.0,0.0
667,Manipulating the Byzantine: Optimizing Model Poisoning Attacks and Defenses for Federated Learning,"Virat Shejwalkar, Amir Houmansadr",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6C-3_24498_paper.pdf,https://github.com/vrt1shjwlkr/NDSS21-Model-Poisoning,3,0,0,0,0,0,0,4.0,1.0,-1.0,"AlexNet, VGG11",0.0,1.0
668,Data Poisoning Attacks to Deep Learning Based Recommender Systems,"Hai Huang, Jiaming Mu, Neil Zhenqiang Gong, Qi Li, Bin Liu, Mingwei Xu",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_6C-4_24525_paper.pdf,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"SVM, NCF, MLP",0.0,1.0
669,FlowLens: Enabling Efficient Flow Classification for ML-based Network Security Applications,"Diogo Barradas, Nuno Santos, Lu ́ıs Rodrigues, Salvatore Signorello, Fernando M. V. Ramos, Andre ́ Madeira",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_7C-2_24067_paper.pdf,https://github.com/dmbb/FlowLens,1,1,0,1,0,0,0,4.0,1.0,-1.0,"NB, XGBoost, RFC",0.0,0.0
670,Trust the Crowd: Wireless Witnessing to Detect Attacks on ADS-B-Based Air-Traffic Surveillance,"Kai Jansen, Liang Niu, Nian Xue, Ivan Martinovic, Christina Pöpper",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_1A-5_24552_paper.pdf,https://github.com/kai-jansen/ADSB-Trust-Evaluation,1,0,0,0,0,0,0,2.0,0.0,-1.0,Decision Trees,1.0,0.0
671,"XDA: Accurate, Robust Disassembly with Transfer Learning","Kexin Pei, Jonas Guan, David Williams-King, Junfeng Yang, Suman Jana",0.0,NDSS,2021,https://www.ndss-symposium.org/wp-content/uploads/ndss2021_1B-3_23112_paper.pdf,https://github.com/CUMLSec/XDA,1,2,0,1,0,1,1,4.0,1.0,-1.0,Masked-Language Model,2.0,2.0
672,Catching Transparent Phish: Analyzing and Detecting MITM Phishing Toolkits,"Brian Kondracki, Babak Amin Azad, Oleksii Staro, Nick Nikiforakis",1.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484765,https://catching-transparent-phish.github.io,4,2,2,1,1,3,0,1.0,0.0,-1.0,RFC,1.0,1.0
673,Reverse Attack: Black-box Attacks on Collaborative Recommendation,"Yige Zhang, Xuy Yuan, Jin Li, Jiadong Lou, Li Chen, Nian-Feng Tzeng",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484805,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"SVD, ALS, NCF, CML, KGCN",1.0,2.0
674,It’s Not What It Looks Like: Manipulating Perceptual Hashing based Applications,"Qingying Hao, Licheng Luo, Steve T.K. Jan, Gang Wang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484559,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,,1.0,2.0
675,Black-box Adversarial Attacks on Commercial Speech Platforms with Minimal Information,"Baolin Zheng, Peipei Jiang, Qian Wang, Qi Li, Chao Shen, Cong Wang, Yunjie Ge, Qingyang Teng, and Shenyi Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485383,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Kaldi (DNN),1.0,2.0
676,A Hard Label Black-box Adversarial Attack Against Graph Neural Networks,"Jiaming Mu , Binghui Wang , Qi Li , Kun Sun , Mingwei Xu , Zhuotao Liu",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484796,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,GNN,2.0,2.0
677,Robust Adversarial Attacks Against DNN-Based Wireless Communication Systems,"Alireza Bahramali, Milad Nasr, Amir Houmansadr, Dennis Goeckel, Don Towsley",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484777,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,2.0,2.0
678,AI-Lancet: Locating Error-inducing Neurons to Optimize Neural Networks,"Yue Zhao, Hong Zhu, Kai Chen, Shengzhi Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484818,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,DNN,2.0,2.0
679,"“Hello, It’s Me”: Deep Learning-based Speech Synthesis Attacks in the Real World","Emily Wenger, Max Bronkers, Christian Cianfarani, Jenna Cryan, Angela Sha, Haitao Zheng, Ben Y. Zhao",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484742,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"CNN, SVM",1.0,1.0
680,Don’t Forget the Stuffing! Revisiting the Security Impact of Typo-Tolerant Password Authentication,"Sena Sahin, Frank Li",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484791,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,1.0,Binary Decision Trees,1.0,2.0
681,Dissecting Click Fraud Autonomy in the Wild,"Tong Zhu, Yan Meng, Haotian Hu, Xiaokuan Zhang, Minhui Xue, Haojin Zhu",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484546,https://github.com/Firework471/ClickScanner,4,1,2,0,0,0,0,0.0,0.0,0.0,VAE,0.0,0.0
682,Understanding and Detecting Mobile Ad Fraud Through the Lens of Invalid Tra￿ic,"Suibin Sun, Le Yu, Xiaokuan Zhang, Minhui Xue, Ren Zhou, Haojin Zhu, Shuang Hao, Xiaodong Lin",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484547,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"LightGBM, MLP, KNN, LR, SVM",1.0,1.0
683,Usable User Authentication on a Smartwatch using Vibration,"Sunwoo Lee, Wonsuk Choi, Dong Hoon Lee",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484553,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Random Forest,1.0,2.0
684,Learning Security Classifiers with Verified Global Robustness Properties,"Yizheng Chen, Shiqi Wang, Yue Qin, Xiaojing Liao, Suman Hana, David Wagner",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484776,,1,2,0,1,1,3,0,1.0,1.0,-1.0,Continuous Logic Network,1.0,2.0
685,On the Robustness of Domain Constraints,"Ryan Sheastsley, Blaine Hoak, Eric Pauley, Yohan Beugin, Michael J. Weishman, Patrick McDaniel",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484570,,0,-1,-1,-1,-1,-1,-1,1.0,1.0,-1.0,MLP,1.0,0.0
686,Cert-RNN: Towards Certifying the Robustness of Recurrent Neural Networks,"Tianyu Du, Shouling Ji, Lujia Shen, Yao Zhang, Jinfeng Li, Jie Shi, Chengfang Fang, Jianwei Yin, Raheem Beeyah, Ting Wang",1.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484538,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,RNN,1.0,2.0
687,TSS: Transformation-Specific Smoothing for Robustness Certification,"Linyi Li, Maurice Weber, Xiajun Xu, Luka Rimanic, Bhavya Kailkhura, Tao Xie, Ce Zhang, Bo Li",,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485258,https://github.com/AI-secure/semantic-randomized-smoothing,1,2,0,0,1,1,1,4.0,1.0,-1.0,CNN,1.0,1.0
688,Wireless Charging Power Side-Channel Attacks,"Alexander S. La Cour, Khurram K. Afridi, G. Edward Suh",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484733,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,2.0,2.0
689,Periscope: A Keystroke Inference Attack Using Human Coupled Electromagnetic Emanations,"Wenqiang Jin, Srinivasan Murali, Huadi Zhu, Ming Li",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484549,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,HMM,2.0,2.0
690,Honest-but-Curious Nets: Sensitive Attributes of Private Inputs Can Be Secretly Coded into the Classifiers’ Outputs,"Mohammad Malekzadeh, Anastasia Borovykh, Deniz Gündüz",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484533,https://github.com/mmalekzadeh/honest-but-curious-nets,1,2,0,0,0,3,1,1.0,1.0,0.0,"DNN, Fully-Connected Classifier",2.0,2.0
691,Quantifying and Mitigating Privacy Risks of Contrastive Learning,Xinlei He and Yang Zhang,0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484571,https://github.com/xinleihe/ContrastiveLeaks,1,2,0,0,0,0,0,1.0,1.0,-1.0,3-Layer MLP,2.0,2.0
692,Membership Inference Attacks Against Recommender Systems,"Minxing Zhang, Zhaochun Ren, Zihan Wang, Pengjie Ren, Zhumin Chen, Pengfei Hu, Yang Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484770,https://github.com/minxingzhang/MIARS,1,1,0,0,0,0,0,1.0,0.0,-1.0,2-Layer MLP,2.0,2.0
693,Membership Leakage in Label-Only Exposures,Zheng Li and Yang Zhang,0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484575,https://github.com/zhenglisec/Decision-based-MIA,1,0,0,0,0,0,0,1.0,1.0,-1.0,CNN,1.0,1.0
694,"When Machine Unlearning Jeopardizes Privacy
","Min Chen, Zhikun Zhang, Tianhao Wang, Michael Backes,
Mathias Humbert, Yang Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484756,https://github.com/MinChen00/UnlearningLeaks,1,1,0,0,0,0,0,3.0,0.0,0.0,CNN,2.0,1.0
695,This Sneaky Piggy Went to the Android Ad Market: Misusing Mobile Sensors for Stealthy Data Exfiltration,"Michalis Diamantaris, Serafeim Moustakas, Lichao Sun, Sotiris Ioannidis, Jason Polakis",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485366,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"DNN, RNN, GRU",1.0,1.0
696,DroneKey: A Drone-Aided Group-Key Generation Scheme for Large-Scale IoT Networks,"Dianqi Han, Ang Li, Jiawei Li, Yan Zhang, Tao Li, Yanchao Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484789,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,CNN,2.0,2.0
697,Meteor: Cryptographically Secure Steganography for Realistic Distributions,"Gabriel Kaptchuk, Tushar M. Jois, Matthew Green, Aviel D. Rubin",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484550,https://colab.research.google.com/gist/tusharjois/ec8603b711ff61e09167d8fef37c9b86,4,2,2,0,0,-1,0,1.0,1.0,-1.0,RNN,0.0,0.0
698,Robust Detection of Machine-induced Audio Attacks in Intelligent Audio Systems with Microphone Array,"Zhuohang Li , Cong Shi,Tianfang Zhang , Yi Xie, Jian Liu, Bo Yuan, Yingying Chen",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484755,,0,-1,-1,-1,-1,-1,-1,0.0,3.0,0.0,"MobileNet, WaveNet, WaveGlow",1.0,1.0
699,Can We Use Arbitrary Objects to Attack LiDAR Perception in Autonomous Driving?,"Yi Zhu, Chenglin Miao, Tianhang Zheng, Foad Hajiaghajani, Lu Su, Chunming Qiao",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485377,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Kitti,1.0,2.0
700,EncoderMI: Membership Inference against Pre-trained Encoders in Contrastive Learning,"Hongbin Liu, Jinyuan Jia, Wenjie Qu, Neil Zhenqiang Gong",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484749,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,ResNet,1.0,2.0
701,TableGAN-MCA: Evaluating Membership Collisions of GAN-Synthesized Tabular Data Releasing,"Aoting Hu, Renjie Xie, Zhigang Lu, Aiqun Hu, Minhui Xue",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485251,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,GAN,2.0,2.0
702,Unleashing the Tiger: Inference Attacks on Split Learning,"Dario Pasquini, Giuseppe Ateniese, Massimo Bernaschi",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485259,https://github.com/pasquini-dario/SplitNN_FSHA,1,1,2,0,1,1,0,1.0,1.0,-1.0,CNN,2.0,2.0
703,Locally Private Graph Neural Networks,"Sina Sajadmanesh, Daniel Gatica-Perez",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484565,https://github.com/sisaman/LPGNN,1,2,0,0,0,0,0,1.0,1.0,-1.0,GNN,2.0,2.0
704,DataLens: Scalable Privacy Preserving Training via Gradient Compression and Aggregation,"Boxin Wang, Fan Wu, Yunhui Long, Luka Rimanic, Ce Zhang, Bo Li",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484579,https://github.com/AI-secure/DataLens,1,2,0,0,0,1,1,1.0,1.0,-1.0,DCGAN,2.0,2.0
705,Learning to Explore Paths for Symbolic Execution,"Jingxuan He, Gishor Sivanrupan, Petar Tsankov, Martin Vechev",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484813,https://github.com/eth-sri/learch,1,2,2,1,1,3,1,1.0,1.0,-1.0,Regression,1.0,1.0
706,The Invisible Shadow: How Security Cameras Leak Private Activities,"Jian Gong, Xinyu Zhang, Ju Ren, Yaoxue Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484741,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,R-CNN,1.0,1.0
707,WristPrint: Characterizing User Re-identification Risks from Wrist-worn Accelerometry Data,"Nazir Saleheen, Md Azim Ullah, Supriyo Chakraborty, Deniz S. Ones, Mani Srivastava, Santosh Kumar",1.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484799,,0,-1,-1,-1,-1,-1,-1,3.0,0.0,0.0,CNN,1.0,1.0
708,Consistency Analysis of Data-Usage Purposes in Mobile Apps,"Duc Bui, Yuan Yo, Kang G. Shin, Jong-Min Choi, Junbum Shin",1.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484536,https://github.com/ducalpha/PurPlianceOpenSource,1,2,0,0,0,0,0,4.0,1.0,-1.0,"neural Semantic Role lablel model, LR, MLP, RF",1.0,1.0
709,zkCNN: Zero Knowledge Proofs for Convolutional Neural Network Predictions and Accuracy,"Tianyi Liu, Xiang Xie, Yupeng Zhang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485379,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,CNN,2.0,2.0
710,Subpopulation Data Poisoning Attacks,"Matthew Jagielski, Giorgio Severi, Niklas Pousette Harger, Alina Oprea",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485368,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Conv, VGG-FT, VGG-LL, BERT, Feed-Forward",1.0,2.0
711,Hidden Backdoors in Human-Centric Language Models,"Shaofeng Li, Hui Liu, Tian Dong, Benjamin Zi Hao Zhao,Minhui Xue, Haojin Zhu, Jialiang Lu",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484576,https://github.com/lishaofeng/NLP_Backdoor,1,2,0,1,1,1,1,1.0,1.0,-1.0,DNN,1.0,2.0
712,Backdoor Pre-trained Models Can Transfer to All,"Lugia Shen, Shouling Ji, Xuhong Zhang, Jinfeng Li, Jing Chen, Jie Shi, Chengfang Fang, Jianwie Yin, Ting Wang",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485370,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"BERT XL-Net, BART, RoBERTa, DeBERTa, ALBERT",2.0,2.0
713,Feature-Indistinguishable Attack to Circumvent Trapdoor-Enabled Defense,"Chaoxiang He, Bin Benjamin Zhu, Xiaojing Ma, Hai Jin, Shengshan Hu",1.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485378,https://github.com/CGCL-codes/FeatureIndistinguishableAttack,1,1,0,0,-1,1,1,1.0,1.0,-1.0,"CNN (ResNet, ResNet50)",2.0,2.0
714,DetectorGuard: Provably Securing Object Detectors against Localized Patch Hiding Attacks,"Chong Xiang, Prateek Mittal",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484757,https://github.com/inspire-group/DetectorGuard,1,1,0,0,1,1,1,1.0,1.0,-1.0,"CNN, ResNet",1.0,2.0
715,DeepAID: Interpreting and Improving Deep Learning-based Anomaly Detection in Security Applications,"Dongqi Han, Zhiliang Wang, Wenqi Chen, Ying Zhong, Su Wang, Han Zhang, Jiahai Yang, Xingang Shi, Xia Yin",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484589,https://github.com/dongtsi/DeepAID,1,1,2,1,1,3,0,1.0,1.0,-1.0,DNN,2.0,1.0
716,Structural Attack against Graph Based Android Malware Detection,"Kaifa Zhao, Hao Zhou, Yulin Zhu, Xian Zhan, Kai Zhou, Jianfeng Li, Le Yu, Wei Yuan, Xiapu Luo",,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485387,https://sites.google.com/view/hrat,7,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,Reinforcement Learining,2.0,2.0
717,PalmTree: Learning an Assembly Language Model for Instruction Embedding,"Xuezixiang Li, Yu Qu, Heng Yin",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484587,https://github.com/palmtreemodel/PalmTree,1,1,1,1,0,0,0,0.0,0.0,0.0,BERT,1.0,2.0
718,A One-Pass Distributed and Private Sketch for Kernel Sums with Applications to Machine Learning at Scale,"Benjamin Coleman, Anshumali Shrivastava",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3485255,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,KDE,2.0,2.0
719,COINN: Crypto/ML Codesign for Oblivious Inference via Neural Networks,"Siam Umar Hussain, Mojan Javaheripi, Mohammad Samragh, Farinaz Koushanfar",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484797,https://github.com/ACESLabUCSD/COINN,1,2,0,0,0,0,0,1.0,1.0,-1.0,DNN,1.0,2.0
720,New Directions in Automated Traffic Analysis,"Jordan Holland, Paul Schmitt, Nick Feamster, Prateek Mittal",0.0,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484758,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"Used AutoGluon (RF, KNN, XGB, XT, Linear, NN)",2.0,2.0
721,Realtime Robust Malicious Traffic Detection via Frequency Domain Analysis,"Chuanpu Fu, Qi Li, Meng Shen, Ke Xu",,CCS,2021,https://dl.acm.org/doi/pdf/10.1145/3460120.3484585,https://github.com/fuchuanpu/Whisper,4,1,1,0,0,0,0,1.0,1.0,-1.0,Auto-Encoder,2.0,1.0
722,Detecting AI Trojans Using Meta Neural Analysis,"Xiaojun Xu, Qi Wang, Huichen Li, Nikita Borisov, Carl A. Gunter, Bo Li",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519467,https://github.com/AI-secure/Meta-Nerual-Trojan-Detection,8,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"ResNet, DenseNet, MobileNet, GoogleLeNet",2.0,2.0
723,Adversarial Watermarking Transformer: Towards Tracing Text Provenance with Data Hiding,Sahar Abdelnabi and Mario Fritz,0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519400,https://github.com/S-Abdelnabi/awt/,1,2,0,0,0,0,0,1.0,1.0,-1.0,BERT,1.0,1.0
724,Machine Unlearning,"Lucas Bourtoule, Varun Chandrasekaran, Christopher A. Choquette-Choo, Hengrui Jia, Adelin Travers, Baiwu Zhang, David Lie, Nicolas Papernot",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519428,https://github.com/cleverhans-lab/machine-unlearning,1,1,1,0,0,0,0,1.0,1.0,-1.0,"ResNet, DNN, CNN",1.0,1.0
725,Poltergeist: Acoustic Adversarial Machine Learning against Cameras and Computer Vision,"Xiaoyu Ji, Yushi Cheng, Yuepeng Zhang, Kai Wang, Chen Yan, Wenyuan Xu, Kevin Fu",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519394,https://github.com/USSLab/PoltergeistAttack,1,1,2,0,0,-1,0,1.0,1.0,-1.0,"CNN, R-CNN",-1.0,-1.0
726,Invisible for both Camera and LiDAR: Security of Multi-Sensor Fusion based Perception in Autonomous Driving Under Physical-World Attacks,"Yulong Cao, Ningfei Wang, Chaowei Xiao, Dawei Yang, Jin Fang, Ruigang Yang, Qi Alfred Chen, Mingyan Liu, Bo Li",1.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519442,https://github.com/ASGuard-UCI/MSF-ADV,3,2,0,1,0,0,0,1.0,1.0,-1.0,YOLO,1.0,1.0
727,Self-Supervised Euphemism Detection and Identification for Content Moderation,"Wanzheng Zhu, Hongyu Gong, Rohan Bansal, Zachary Weinberg, Nicolas Christin, Giulia Fanti, Suma Bhat",1.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519422,https://github.com/WanzhengZhu/Euphemism,1,2,0,0,1,3,1,1.0,1.0,-1.0,BERT,2.0,2.0
728,Invisible Probe: Timing Attacks with PCIe Congestion Side-channel,"Mingtian Tan, Junpeng Wan, Zhe Zhou, Zhou Li",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519482,,0,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,"HMM, AttBLSTM (novel)",1.0,2.0
729,DP-Sniper: Black-Box Discovery of Differential Privacy Violations using Classifiers,"Benjamin Bichsel, Samuel Steffen, Ilija Bogunovic, Martin Vechev",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519405,https://github.com/eth-sri/dp-sniper,1,2,0,0,1,3,1,-1.0,-1.0,-1.0,DNN,1.0,1.0
730,Is Private Learning Possible with Instance Encoding?,"Nicholas Carlini, Samuel Deng, Sanjam Garg, Somesh Jha, Saeed Mahloujifar, Mohammad Mahmoody, Abhradeep Thakurta, Florian Tramèr",1.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519450,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,ResNet,1.0,1.0
731,Who is Real Bob? Adversarial Attacks on Speaker Recognition Systems,"Guangke Chen, Sen Chen, Lingling Fan, Xiaoning Du, Zhe Zhao, Fu Song, Yang Liu",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519486,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,Universal Background Model,2.0,2.0
732,"Hear “No Evil”, See “Kenansville”*: Efficient and Transferable Black-Box Attacks on Speech Recognition and Voice Identification Systems","Hadi Abdullah, Muhammad Sajidur Rahman, Washington Garcia, Kevin Warren, Anurag Swarnim Yadav, Tom Shrimpton, Patrick Traynor",0.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519472,https://github.com/kwarren9413/kenansville_attack,3,1,1,0,0,3,0,-1.0,-1.0,-1.0,,-1.0,-1.0
733,Adversary Instantiation: Lower Bounds for Differentially Private Machine Learning,"Milad Nasr, Shuang Song, Abhradeep Thakurta, Nicolas Papernot, Nicholas Carlini",1.0,S&P,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=9519424,,0,-1,-1,-1,-1,-1,-1,4.0,1.0,-1.0,"CNN, Fully-Connnected NN",2.0,2.0
